x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,c
-0.008135022505202715,0.14126605545004758,0.03131558691081696,-0.0018278295001692227,-0.008435775794980649,0.0005508260321050312,-0.01990605000016992,0.025688248496756313,0.007775309587673843,-0.0019297453853796176,0.001468903833212501,-0.0008811056941805066,1.7
