t,q1,q2,q3,q4,q5,q6,v1,v2,v3,v4,v5,v6,R,VB,p,qterminal,e4,e5,cost
0.0,0.0,-0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004007136370033128,0.029132975595464308,0.0006629051498691948
0.01,-1.347750238396744e-6,-0.14907687147519405,4.2329678740704e-5,1.7174541702757902e-6,2.861435188660206e-5,4.323020596617193e-7,-0.00023090832075447476,-0.015200048542383965,0.008264286233041896,0.00034423865025866215,0.0056805270285055515,0.00012610799530480963,6.7472494084578264e-6,8.168086292326566e-7,2.5910742652105296e-5,6.477624033217619e-5,0.0009348033940816168,0.029865718435348125,0.0006866701129117553
0.02,-3.8547523807992615e-6,-0.1493006844572719,0.0001615097300115802,6.9255083016807404e-6,0.00011272389295307133,3.190421512213831e-6,-0.00023278004470123214,-0.029404778991107588,0.015395113159498451,0.0007005329874780709,0.011095455326767197,0.000453531664654372,1.3734300772465296e-5,3.120918608888617e-6,9.889903225792681e-5,0.0002472380146657862,-0.001956560736790721,0.03034545655973199,0.0007107362225968781
0.03,-5.25794948303614e-6,-0.14966196263738785,0.00034692519595690125,1.580967429597147e-5,0.00024958343191093746,9.976133431642148e-6,-1.102108927575278e-5,-0.04270786175040029,0.021533341651651064,0.0010811780530168497,0.016228681986574792,0.0009235002199753756,2.096163100324237e-5,6.692418846499176e-6,0.00021172506475589066,0.0005292657555132622,-0.004705820855017562,0.030612725254864803,0.0007347165821841892
0.04,-3.346768046935026e-6,-0.15015211727935848,0.0005892818443577222,2.8659672515999437e-5,0.0004363347137727642,2.199737184310925e-5,0.00042926822151270934,-0.0551933346607745,0.02680265408834692,0.0014949201770595693,0.021073297076079044,0.001494961856534259,2.8428818253980065e-5,1.1321325549335474e-5,0.00035734172283287695,0.0008932109000627384,-0.007340612487920078,0.030701923705358965,0.000758761038433963
0.05,4.039675647530075e-6,-0.15076335645813885,0.0008804457547724251,4.583930525294407e-5,0.0006700871460258192,4.0117180393468645e-5,0.0010832429844823334,-0.06693669180129333,0.03131177309906181,0.0019479702976661084,0.02562941984082334,0.002139252478577425,3.613844078419155e-5,1.681659458717954e-5,0.0005292060767639854,0.001322676853391082,-0.009880673617821375,0.030642265402592496,0.0007832853417736308
0.06,1.9014929195710184e-5,-0.1514886044992221,0.001213303512890685,6.776488717982312e-5,0.0009479790519713442,6.495782924954189e-5,0.0019462752606906623,-0.07800583811756108,0.035156372675670094,0.0024447195498596996,0.02990245419498437,0.0028363652486210643,4.40978581232366e-5,2.301120171765613e-5,0.0007214616209928501,0.001802976610209942,-0.012340180500318907,0.030458579287399305,0.0008088096897814665
0.07,4.364721803800176e-5,-0.1523214303695439,0.0015816401698747374,9.488972462647722e-5,0.001267223256318485,9.697356262800948e-5,0.003013924150077087,-0.0884619278581154,0.038420726982699584,0.002988245721144511,0.03390168833562541,0.0035723406717001003,5.231974258799522e-5,2.9764344088258376e-5,0.0009290255558584459,0.002321352745515219,-0.01472938733489541,0.03017198332518601,0.0008358649187885936
0.08,7.996119307573303e-5,-0.15325598393691187,0.001980032540602928,0.00012769288140043668,0.0016251401240955255,0.00013650140127541912,0.004281912130137685,-0.09836010222051403,0.041179135215475726,0.0035806727063926666,0.0376391763585237,0.004337440960959965,6.0821899056707594e-5,3.696163077267005e-5,0.0011476091300250421,0.002867029785641426,-0.01705577562616828,0.02980045181893435,0.0008649405830064706
0.09,0.00012993946605370683,-0.15428693915782027,0.0024037557684436434,0.00016667099170808683,0.0020191806071270723,0.00018379659605293903,0.005746106043998583,-0.10775013941023923,0.0434971550075272,0.004223426511230637,0.04112885040382583,0.005124873307592212,6.962670508196903e-5,4.451394457623065e-5,0.0013736930379443526,0.003431153942703125,-0.019324862621258668,0.0293592937210786,0.0008964588530820101
0.1,0.00019552397309529127,-0.15540944337575655,0.0028487013832327003,0.00021233224744509986,0.0024469413848512787,0.00023905734892012655,0.007402501580775772,-0.11667702843591339,0.04543267189488343,0.004917418352596683,0.04438582096288566,0.005929897286761569,7.876037481520245e-5,5.235549229697565e-5,0.0016044745953293403,0.004006662032980199,-0.021540769111478984,0.028861556199642896,0.0009307640558233142
