t,q1,q2,q3,q4,q5,q6,v1,v2,v3,v4,v5,v6,R,VB,p,qterminal,e4,e5,cost
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.08691032864263414,-1.1874814337019284e-9,0.00472087826548167
0.01,4.771513215514227e-7,1.9986616393530305e-7,6.68265573620722e-8,3.2407747820639455e-5,2.815025667603501e-7,0.0012578255544581788,0.0001415659837984628,5.974389902980557e-5,2.038945795810301e-5,0.006041244353797921,8.342587584806189e-5,0.10518036732015106,3.2297641372163474e-5,2.1294782649014345e-6,2.9204450087288773e-5,7.301033746220005e-5,0.057472122922974656,-0.0008285490942617644,0.002064931142797175
0.02,3.6988998892474736e-6,1.582450179609275e-6,5.606123583114292e-7,0.00011353629804929123,2.1725219768456337e-6,0.002147533778896908,0.0005437587106109134,0.0002357960868437641,8.656378048542545e-5,0.00988565796983095,0.0003181732858467369,0.07459460179646835,4.593343990889542e-5,5.707154351842133e-6,7.828131700528668e-5,0.00019569362110509684,0.03623133147230766,-0.0016702964540901697,0.0008225894320790262
0.03,1.2132506871313478e-5,5.29009849101312e-6,1.9714684327674986e-6,0.00022520204783025755,7.0800682087112435e-6,0.0027805165907838782,0.0011802517281212957,0.0005241697183624484,0.00020469810409199445,0.0122472416051959,0.0006835528255059037,0.05328770065561067,5.1022544432169723e-5,8.776730662617e-6,0.00012044588625560801,0.0003010766410717354,0.020736186979528407,-0.0025213701093963706,0.0002736336428608867
0.04,2.8021420294725243e-5,1.242972072810543e-5,4.84350554984763e-6,0.0003552115429668177,1.6219949003051617e-5,0.0032348933279327096,0.0020321617123960556,0.0009217282409670848,0.00037947163947681816,0.013622934093499578,0.0011619301538703772,0.03848988139922671,5.25132707167482e-5,1.0897640668544318e-5,0.00014973718948914892,0.0003742481449776204,0.009270430576927106,-0.003378515770064756,6.249333562492046e-5
0.05,5.3447733467106914e-5,2.4080308388108337e-5,9.761393162859698e-6,0.0004955366431160026,3.064494278868168e-5,0.003565480680691208,0.0030857884161716895,0.0014259976538400997,0.0006143604625313666,0.014357895437060722,0.0017382622953490705,0.028261200216168854,5.2805454998402914e-5,1.2175190580773239e-5,0.00016770631726698487,0.00041908092140957023,0.0006327159048098163,-0.004239028284198289,1.4072791111457712e-5
0.06,9.037564587254417e-5,4.129882344094815e-5,1.7339545052588527e-5,0.0006410387545867938,5.126867596169328e-5,0.0038107732660112273,0.004331034842976657,0.002035025798920731,0.0009118723724053776,0.014691199110481907,0.002399700803882049,0.02124274251752179,5.3046747514345114e-5,1.285870127918563e-5,0.0001778922549446068,0.0004444204679900042,-0.0060178302249741245,-0.005100683776089998,4.264698306512697e-5
0.07,0.00014068164739393168,6.512486131842947e-5,2.821341608240249e-5,0.0007885773451957052,7.888583142412187e-5,0.003997831289784943,0.005760303475685335,0.00274727619155702,0.0012737360325361176,0.014787809595757703,0.0031352535235839203,0.016482425767110655,5.377443860084414e-5,1.3191167984976259e-5,0.00018374941764365626,0.0004589024862063241,-0.011269730530412221,-0.0059616743400162635,0.00010671892865134148
0.08,0.0002061754293757628,9.658438623049281e-5,4.3032501953957665e-5,0.000936387382175953,0.00011418923545674134,0.004145702909590726,0.007367725631288554,0.0035615473847831957,0.0017010538078205378,0.0147609589347307,0.003935497253276892,0.013313039249460023,5.523276281400779e-5,1.3365060658994154e-5,0.00018803402860917366,0.0004694176761396897,-0.01553485341232924,-0.006820549815495633,0.000186616832385758
0.09,0.00028861432384655203,0.00013669275967332267,6.245471707878865e-5,0.0010836449374497811,0.0001577842959701301,0.004267820696736571,0.009148623888353373,0.004476911312362373,0.0021944256302243816,0.014687802335305618,0.004792334246922334,0.011266855584793522,5.7529073615485274e-5,1.3519240641773537e-5,0.00019275717733196004,0.0004809935566540136,-0.01910140709745247,-0.00767616508451901,0.00027336562292358264
0.1,0.0003897132306639357,0.00018645722677831052,8.714189066072898e-5,0.001230164430082055,0.00021020119864092153,0.0043736798266564335,0.0110991375496862,0.005492665844721856,0.002754049610930391,0.014620369116457723,0.005698786320494792,0.01001584664328088,6.070997804979253e-5,1.3749101425961922e-5,0.00019932132050592724,0.0004971351844631063,-0.022171040033601937,-0.0085276331634779,0.000363160752315582
0.11,0.0005111514032762746,0.0002468789843273474,0.00011775617183518443,0.0013761879356677612,0.0002719052086689661,0.004470013373421866,0.013215962117405375,0.006608298064718207,0.0033798039105902055,0.014593220551617013,0.006648820990239999,0.009329825518746376,6.479776316912478e-5,1.4118800034981932e-5,0.00020868686381788273,0.0005202412902871226,-0.02488481400460232,-0.00937428536422348,0.00045463159625027815
0.12,0.0006545770514694606,0.0003189549238840377,0.00015495717521686993,0.0015222388657329135,0.00034330537394615987,0.0045616154966698725,0.0154961684655987,0.007823455642790496,0.004071313487393187,0.014628802823867778,0.007637204887441444,0.009047138865758765,6.980721169731635e-5,1.467173794156282e-5,0.0002215156210580813,0.0005519627503371071,-0.02734138708026854,-0.010215636312890294,0.0005474959818070128
0.13,0.0008216104308882439,0.00040367912117153347,0.00019939973024433522,0.0016690206323714,0.00042476188089570724,0.004651918090919438,0.017937077699135367,0.009137924443982535,0.0048280045212790446,0.014741186881846788,0.008659380229108808,0.0090541460370719,7.575283160432548e-5,1.5438436109000665e-5,0.0002382790441003651,0.0005934730708558551,-0.029609742347818033,-0.01105135381769089,0.0006419085425007139
0.14,0.0010138458871675976,0.0005020441263836152,0.0002517321230749047,0.0018173467323231263,0.0005165922754094893,0.004743394809378793,0.020536174890934865,0.010551610895991053,0.005649148848957319,0.014938679512854956,0.009711360816022398,0.009270850082829091,8.265149529951865e-5,1.6442036870674292e-5,0.0002593341646761615,0.00064565819914703,-0.03173809895054876,-0.01188123396195936,0.0007381543053977778
0.15,0.001232853181183906,0.0006150420975041537,0.0003125947404696957,0.0019680927582805064,0.0006190767285526756,0.004837844210269684,0.023291049941982177,0.012064528068934304,0.006533900201296664,0.015225644641574103,0.01078964452343114,0.009640835882464501,9.052296730464628e-5,1.7701959525655964e-5,0.00028497431460634896,0.0007092433026900986,-0.03376014938923791,-0.012705179189097263,0.0008365127490298418
0.16,0.0014801783230820997,0.0007436658093627911,0.000382619041695983,0.0021221636966681275,0.0007324624984639353,0.004936588256418699,0.02619935733829362,0.013676784626568576,0.007481323787748699,0.015603772176889312,0.011891139651465224,0.010124223874280766,9.938953742033735e-5,1.923622869195647e-5,0.00031546164678779905,0.0007848740569191635,-0.035699425737749285,-0.013523180192778018,0.0009372047795426676
0.17,0.001757344073572509,0.0008889095640098413,0.00046242679792760766,0.0022804718672684693,0.0008569677157725325,0.005040611534884941,0.029258789052067,0.015388576046308318,0.00849042039631436,0.016072960527742697,0.013013102943437433,0.010692735158038163,0.00010927534397729753,2.1062894074691743e-5,0.0003510471450792189,0.0008731666534955876,-0.03757235538450106,-0.014335300553626903,0.001040378751452656
0.18,0.002065850222632442,0.0010517700225011882,0.0005526295494925534,0.002443922257232625,0.0009927845999730246,0.005150658957363108,0.03246705656565737,0.01720017761353589,0.009560146009255359,0.01663192905446737,0.014153087464889571,0.011326234912435684,0.00012020565609759771,2.3200849908746854e-5,0.00039198232498133105,0.0009747370295073221,-0.03939039994541482,-0.015141664363401672,0.0011461137931384183
0.19,0.002407173721961903,0.0012332469740206063,0.0006538282402355337,0.0026134029797888966,0.001140082196721744,0.00526730437705225,0.035821879209317266,0.019111938837017454,0.010689427734210027,0.017278641823226002,0.015308898684792533,0.012010310910300881,0.00013220622819468995,2.5670269391496567e-5,0.0004385255675823389,0.0010902166720433088,-0.0411615518659672,-0.015942444606472726,0.0012544297219556932
0.2,0.002782768723924007,0.0014343440549270806,0.0007666129956187499,0.0027897792723550786,0.0012990087118485063,0.005390998829384323,0.039320976849847776,0.021124278982188313,0.01187717671330814,0.01801059960838755,0.01647855752231596,0.012734576821175188,0.0001453027644748921,2.8492799569131368e-5,0.0004909450830488211,0.0012202599886056123,-0.04289138146838655,-0.016737855091983837,0.0013652985838822347
0.21,0.003194066563217102,0.0016560694278784096,0.0008915630169770462,0.002973889927639245,0.0014696935056643767,0.005522104493737427,0.04296206555857133,0.023237683513233184,0.013122298535627866,0.01882504000491058,0.017660269193832012,0.013491483027009536,0.00015952049650344536,3.1691612404422744e-5,0.0005495198218015358,0.00136554653927711,-0.04458376915756573,-0.017528142630163064,0.0014786555136947043
