t,q1,q2,q3,q4,q5,q6,v1,v2,v3,v4,v5,v6,R,VB,p,qterminal,e4,e5,cost
0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038636062154573016,-0.029131665885138356,0.0006621403944586013
0.01,1.971229579092362e-6,0.14907725726938,-4.219057233206147e-5,-1.4791757914973199e-6,-2.8044397570295785e-5,3.528590283512877e-7,0.0004238870716375561,0.015315748067479023,-0.008222041589532665,-0.0002780528653245201,-0.005511796291631751,0.00010324943710208374,7.246894138193411e-6,7.670110673210109e-7,2.4366952419382717e-5,6.091678954130971e-5,-0.006242766525793664,-0.03150550200143938,0.0007878934731945011
0.02,9.068765673184862e-6,0.14930375816188862,-0.00016035385066217085,-5.202617158136362e-6,-0.0001083340672261621,2.627297594338667e-6,0.0010250777292160767,0.0298641328977566,-0.015217437355070073,-0.00044865780328397356,-0.010453169243648945,0.0003757773028427039,1.5768502978171973e-5,2.7564968095395506e-6,8.759367785467327e-5,0.00021897537213367286,-0.008523433958225014,-0.03365845539283924,0.0009168606708957155
0.03,2.3059946329946697e-5,0.1496722756730931,-0.00034288373487685814,-1.0093705008348943e-5,-0.00023529419607395301,8.286410883626917e-6,0.001802412993313239,0.04373295338101935,-0.021115673428014153,-0.0005117288598488157,-0.014850553943811186,0.000774118569950422,2.5591349081541884e-5,5.5629931736733815e-6,0.00017672385295361886,0.00044176803345285696,-0.01072889985736881,-0.03562153994916842,0.001048015698632022
0.04,4.569992355639831e-5,0.15017641668846915,-0.0005793946408970352,-1.5083875805209672e-5,-0.0004036286800330693,1.8424965500447053e-5,0.002754613513700248,0.057001354680544,-0.026031679980121743,-0.0004688379561298167,-0.01873304990409072,0.0012673384160467233,3.67342302020164e-5,8.85921545211284e-6,0.00028116228964259095,0.0007027833663804864,-0.012875006698890495,-0.03742139769528355,0.0011808043968726605
0.05,7.873043712545267e-5,0.15081054023030824,-0.0008605849107356178,-1.9125868713264434e-5,-0.0006083410239070143,3.387502863164337e-5,0.003880276100002229,0.06974076578960695,-0.030067584083959323,-0.00032258799626254267,-0.022131317422002833,0.001833317157084189,4.921200888940495e-5,1.2388824938027743e-5,0.00039247508597935643,0.0009809098814982243,-0.014972420555576196,-0.039080953750004095,0.0013149706269696573
0.06,0.00012387858053306228,0.15156968452673364,-0.0011781165787674826,-2.1201758261231096e-5,-0.000844745472557383,5.528032740761752e-5,0.005177875248911235,0.08201572881573185,-0.03331423388126486,-7.618486749213358e-5,-0.025076718936472484,0.002456145579270309,6.303798147994244e-5,1.5958007239864096e-5,0.0005041491760442373,0.0012598374067896237,-0.017028218352533743,-0.04061996941012165,0.0014504419952628782
0.07,0.00018285559914301796,0.15244950188933756,-0.001524509372029305,-2.0327440163385e-5,-0.0011084705836302937,8.314868038147953e-5,0.006645767799871729,0.0938846335161341,-0.03585252614663269,0.00026685230654585704,-0.027600658983090536,0.003124297983186196,7.822531363885185e-5,1.9426735029149125e-5,0.0006113377495228881,0.0015274225336275222,-0.019046995094003812,-0.0420555094886733,0.001587254727936217
0.08,0.0002573557450453309,0.15344620051193308,-0.001893047118734992,-1.5554728600120375e-5,-0.0013954570307598234,0.00011788904473045897,0.008282199447932476,0.10540036879831034,-0.03775456456698575,0.0007028849862799931,-0.02973408456936071,0.0038293500348993243,9.478786311773432e-5,2.2700282164238666e-5,0.0007106091793968842,0.0017750622917865014,-0.02103163611808355,-0.04340233750771117,0.0017255044591143048
0.09,0.000349055202577889,0.15455649241199151,-0.002277694991814763,-5.971867357034489e-6,-0.001701951079289377,0.00015983776330200238,0.010085312246901406,0.11661090133128624,-0.03908467204661001,0.0012282827087325865,-0.03150711458914663,0.00456507830741809,0.00011274060249811124,2.5721334309113087e-5,0.0007997105682261914,0.001997103915710858,-0.022983854478656737,-0.04467325063488027,0.0018653143040210666
0.1,0.0004596110913368609,0.15577754683094125,-0.00267302622962892,9.296991189408447e-6,-0.0020244948923763464,0.00020927722359764694,0.012053152525916868,0.1275597900731312,-0.03990027689572658,0.001839504878850961,-0.03294877261119276,0.005326827312979996,0.0001320997842708662,2.8462884287478033e-5,0.0008773523148316767,0.0021903067875767143,-0.02490456458391533,-0.045879363248049046,0.0020068144680399163
0.11,0.0005906605487602236,0.15710694849173062,-0.0030741571600679733,3.1092958566260716e-5,-0.0023599145921455902,0.0002664491799402849,0.014183678836673366,0.13828664438522537,-0.040252689936185485,0.0025331512622545024,-0.03408680193659351,0.006111064032742933,0.00015288294315333708,3.092199211977513e-5,0.0009430167827470545,0.002353364334126916,-0.026794140236100134,-0.04703034786499147,0.002150129581140727
