case_index,label,steps,c,R_T,VB_T,p_T,qterminal_T,max_p,max_qterminal,max_cost,initial_norm_squared
2,q2_plus,800,1.7,0.00984855512551457,0.00888759775941265,0.09547898899692563,0.2311034371528395,0.09547898899692563,0.2311034371528395,0.026429808212544897,0.022201
