row,v_j,v_k,nu1,nu2,nu3,nu4,nu5,nu6,real_num,real_den,imag_num,imag_den
5,1,3,0,-1,-1,-1,-2,0,0,1,147,12800000
5,1,3,0,-1,-1,-1,-1,0,0,1,399,3200000
5,1,3,0,-1,-1,-1,0,0,0,1,40147,6400000
5,1,3,0,-1,-1,-1,1,0,0,1,399,3200000
5,1,3,0,-1,-1,-1,2,0,0,1,147,12800000
5,1,3,0,-1,-1,1,-2,0,0,1,-147,12800000
5,1,3,0,-1,-1,1,-1,0,0,1,-399,3200000
5,1,3,0,-1,-1,1,0,0,0,1,-40147,6400000
5,1,3,0,-1,-1,1,1,0,0,1,-399,3200000
5,1,3,0,-1,-1,1,2,0,0,1,-147,12800000
5,1,3,0,-1,-1,2,-2,0,0,1,-147,25600000
5,1,3,0,-1,-1,2,2,0,0,1,147,25600000
5,1,3,0,1,1,-2,-2,0,0,1,-147,25600000
5,1,3,0,1,1,-2,2,0,0,1,147,25600000
5,1,3,0,1,1,-1,-2,0,0,1,147,12800000
5,1,3,0,1,1,-1,-1,0,0,1,399,3200000
5,1,3,0,1,1,-1,0,0,0,1,40147,6400000
5,1,3,0,1,1,-1,1,0,0,1,399,3200000
5,1,3,0,1,1,-1,2,0,0,1,147,12800000
5,1,3,0,1,1,1,-2,0,0,1,-147,12800000
5,1,3,0,1,1,1,-1,0,0,1,-399,3200000
5,1,3,0,1,1,1,0,0,0,1,-40147,6400000
5,1,3,0,1,1,1,1,0,0,1,-399,3200000
5,1,3,0,1,1,1,2,0,0,1,-147,12800000
5,1,3,0,1,1,2,-2,0,0,1,147,25600000
5,1,3,0,1,1,2,2,0,0,1,-147,25600000
5,1,4,0,-1,-1,-1,-2,0,0,1,-147,12800000
5,1,4,0,-1,-1,-1,0,0,0,1,40147,6400000
5,1,4,0,-1,-1,-1,2,0,0,1,-147,12800000
5,1,4,0,-1,-1,0,-2,0,0,1,-147,6400000
5,1,4,0,-1,-1,0,2,0,0,1,147,6400000
5,1,4,0,-1,-1,1,-2,0,0,1,-147,12800000
5,1,4,0,-1,-1,1,0,0,0,1,40147,6400000
5,1,4,0,-1,-1,1,2,0,0,1,-147,12800000
5,1,4,0,1,1,-1,-2,0,0,1,147,12800000
5,1,4,0,1,1,-1,0,0,0,1,-40147,6400000
5,1,4,0,1,1,-1,2,0,0,1,147,12800000
5,1,4,0,1,1,0,-2,0,0,1,-147,6400000
5,1,4,0,1,1,0,2,0,0,1,147,6400000
5,1,4,0,1,1,1,-2,0,0,1,147,12800000
5,1,4,0,1,1,1,0,0,0,1,-40147,6400000
5,1,4,0,1,1,1,2,0,0,1,147,12800000
5,1,6,0,-1,-1,-1,-1,0,0,1,1,960
5,1,6,0,-1,-1,-1,1,0,0,1,1,960
5,1,6,0,-1,-1,0,-1,0,0,1,1,480
5,1,6,0,-1,-1,0,1,0,0,1,-1,480
5,1,6,0,-1,-1,1,-1,0,0,1,1,960
5,1,6,0,-1,-1,1,1,0,0,1,1,960
5,1,6,0,1,1,-1,-1,0,0,1,-1,960
5,1,6,0,1,1,-1,1,0,0,1,-1,960
5,1,6,0,1,1,0,-1,0,0,1,1,480
5,1,6,0,1,1,0,1,0,0,1,-1,480
5,1,6,0,1,1,1,-1,0,0,1,-1,960
5,1,6,0,1,1,1,1,0,0,1,-1,960
5,2,1,0,-1,-1,-2,-2,0,0,1,147,25600000
5,2,1,0,-1,-1,-2,2,0,0,1,-147,25600000
5,2,1,0,-1,-1,-1,-2,0,0,1,147,12800000
5,2,1,0,-1,-1,-1,-1,0,0,1,399,3200000
5,2,1,0,-1,-1,-1,0,0,0,1,40147,6400000
5,2,1,0,-1,-1,-1,1,0,0,1,399,3200000
5,2,1,0,-1,-1,-1,2,0,0,1,147,12800000
5,2,1,0,-1,-1,1,-2,0,0,1,-147,12800000
5,2,1,0,-1,-1,1,-1,0,0,1,-399,3200000
5,2,1,0,-1,-1,1,0,0,0,1,-40147,6400000
5,2,1,0,-1,-1,1,1,0,0,1,-399,3200000
5,2,1,0,-1,-1,1,2,0,0,1,-147,12800000
5,2,1,0,-1,-1,2,-2,0,0,1,-147,25600000
5,2,1,0,-1,-1,2,2,0,0,1,147,25600000
5,2,1,0,-1,0,-1,-1,0,0,1,441,3200000
5,2,1,0,-1,0,-1,1,0,0,1,441,3200000
5,2,1,0,-1,0,1,-1,0,0,1,-441,3200000
5,2,1,0,-1,0,1,1,0,0,1,-441,3200000
5,2,1,0,1,0,-1,-1,0,0,1,441,3200000
5,2,1,0,1,0,-1,1,0,0,1,441,3200000
5,2,1,0,1,0,1,-1,0,0,1,-441,3200000
5,2,1,0,1,0,1,1,0,0,1,-441,3200000
5,2,1,0,1,1,-2,-2,0,0,1,-147,25600000
5,2,1,0,1,1,-2,2,0,0,1,147,25600000
5,2,1,0,1,1,-1,-2,0,0,1,147,12800000
5,2,1,0,1,1,-1,-1,0,0,1,399,3200000
5,2,1,0,1,1,-1,0,0,0,1,40147,6400000
5,2,1,0,1,1,-1,1,0,0,1,399,3200000
5,2,1,0,1,1,-1,2,0,0,1,147,12800000
5,2,1,0,1,1,1,-2,0,0,1,-147,12800000
5,2,1,0,1,1,1,-1,0,0,1,-399,3200000
5,2,1,0,1,1,1,0,0,0,1,-40147,6400000
5,2,1,0,1,1,1,1,0,0,1,-399,3200000
5,2,1,0,1,1,1,2,0,0,1,-147,12800000
5,2,1,0,1,1,2,-2,0,0,1,147,25600000
5,2,1,0,1,1,2,2,0,0,1,-147,25600000
5,2,2,0,0,-1,-1,-1,0,0,1,441,3200000
5,2,2,0,0,-1,-1,1,0,0,1,441,3200000
5,2,2,0,0,-1,0,-1,0,0,1,441,1600000
5,2,2,0,0,-1,0,1,0,0,1,-441,1600000
5,2,2,0,0,-1,1,-1,0,0,1,441,3200000
5,2,2,0,0,-1,1,1,0,0,1,441,3200000
5,2,2,0,0,0,-2,-2,0,0,1,-147,12800000
5,2,2,0,0,0,-2,2,0,0,1,147,12800000
5,2,2,0,0,0,0,-2,0,0,1,147,6400000
5,2,2,0,0,0,0,-1,0,0,1,399,800000
5,2,2,0,0,0,0,1,0,0,1,-399,800000
5,2,2,0,0,0,0,2,0,0,1,-147,6400000
5,2,2,0,0,0,2,-2,0,0,1,-147,12800000
5,2,2,0,0,0,2,2,0,0,1,147,12800000
5,2,2,0,0,1,-1,-1,0,0,1,-441,3200000
5,2,2,0,0,1,-1,1,0,0,1,-441,3200000
5,2,2,0,0,1,0,-1,0,0,1,441,1600000
5,2,2,0,0,1,0,1,0,0,1,-441,1600000
5,2,2,0,0,1,1,-1,0,0,1,-441,3200000
5,2,2,0,0,1,1,1,0,0,1,-441,3200000
5,2,3,0,0,0,-2,-2,0,0,1,-147,12800000
5,2,3,0,0,0,-2,2,0,0,1,147,12800000
5,2,3,0,0,0,0,-2,0,0,1,147,6400000
5,2,3,0,0,0,0,-1,0,0,1,399,800000
5,2,3,0,0,0,0,1,0,0,1,-399,800000
5,2,3,0,0,0,0,2,0,0,1,-147,6400000
5,2,3,0,0,0,2,-2,0,0,1,-147,12800000
5,2,3,0,0,0,2,2,0,0,1,147,12800000
5,2,4,0,0,0,-1,-2,0,0,1,147,6400000
5,2,4,0,0,0,-1,0,0,0,1,-40147,3200000
5,2,4,0,0,0,-1,2,0,0,1,147,6400000
5,2,4,0,0,0,1,-2,0,0,1,-147,6400000
5,2,4,0,0,0,1,0,0,0,1,40147,3200000
5,2,4,0,0,0,1,2,0,0,1,-147,6400000
5,2,6,0,0,0,-1,-1,0,0,1,-1,480
5,2,6,0,0,0,-1,1,0,0,1,-1,480
5,2,6,0,0,0,1,-1,0,0,1,1,480
5,2,6,0,0,0,1,1,0,0,1,1,480
5,3,1,0,-1,-1,-2,-2,0,0,1,147,25600000
5,3,1,0,-1,-1,-2,2,0,0,1,-147,25600000
5,3,1,0,-1,-1,-1,-2,0,0,1,147,12800000
5,3,1,0,-1,-1,-1,-1,0,0,1,399,3200000
5,3,1,0,-1,-1,-1,0,0,0,1,40147,6400000
5,3,1,0,-1,-1,-1,1,0,0,1,399,3200000
5,3,1,0,-1,-1,-1,2,0,0,1,147,12800000
5,3,1,0,-1,-1,1,-2,0,0,1,-147,12800000
5,3,1,0,-1,-1,1,-1,0,0,1,-399,3200000
5,3,1,0,-1,-1,1,0,0,0,1,-40147,6400000
5,3,1,0,-1,-1,1,1,0,0,1,-399,3200000
5,3,1,0,-1,-1,1,2,0,0,1,-147,12800000
5,3,1,0,-1,-1,2,-2,0,0,1,-147,25600000
5,3,1,0,-1,-1,2,2,0,0,1,147,25600000
5,3,1,0,1,1,-2,-2,0,0,1,-147,25600000
5,3,1,0,1,1,-2,2,0,0,1,147,25600000
5,3,1,0,1,1,-1,-2,0,0,1,147,12800000
5,3,1,0,1,1,-1,-1,0,0,1,399,3200000
5,3,1,0,1,1,-1,0,0,0,1,40147,6400000
5,3,1,0,1,1,-1,1,0,0,1,399,3200000
5,3,1,0,1,1,-1,2,0,0,1,147,12800000
5,3,1,0,1,1,1,-2,0,0,1,-147,12800000
5,3,1,0,1,1,1,-1,0,0,1,-399,3200000
5,3,1,0,1,1,1,0,0,0,1,-40147,6400000
5,3,1,0,1,1,1,1,0,0,1,-399,3200000
5,3,1,0,1,1,1,2,0,0,1,-147,12800000
5,3,1,0,1,1,2,-2,0,0,1,147,25600000
5,3,1,0,1,1,2,2,0,0,1,-147,25600000
5,3,2,0,0,0,-2,-2,0,0,1,-147,12800000
5,3,2,0,0,0,-2,2,0,0,1,147,12800000
5,3,2,0,0,0,0,-2,0,0,1,147,6400000
5,3,2,0,0,0,0,-1,0,0,1,399,800000
5,3,2,0,0,0,0,1,0,0,1,-399,800000
5,3,2,0,0,0,0,2,0,0,1,-147,6400000
5,3,2,0,0,0,2,-2,0,0,1,-147,12800000
5,3,2,0,0,0,2,2,0,0,1,147,12800000
5,3,3,0,0,0,-2,-2,0,0,1,-147,12800000
5,3,3,0,0,0,-2,2,0,0,1,147,12800000
5,3,3,0,0,0,0,-2,0,0,1,147,6400000
5,3,3,0,0,0,0,-1,0,0,1,399,800000
5,3,3,0,0,0,0,1,0,0,1,-399,800000
5,3,3,0,0,0,0,2,0,0,1,-147,6400000
5,3,3,0,0,0,2,-2,0,0,1,-147,12800000
5,3,3,0,0,0,2,2,0,0,1,147,12800000
5,3,4,0,0,0,-1,-2,0,0,1,147,6400000
5,3,4,0,0,0,-1,0,0,0,1,-40147,3200000
5,3,4,0,0,0,-1,2,0,0,1,147,6400000
5,3,4,0,0,0,1,-2,0,0,1,-147,6400000
5,3,4,0,0,0,1,0,0,0,1,40147,3200000
5,3,4,0,0,0,1,2,0,0,1,-147,6400000
5,3,6,0,0,0,-1,-1,0,0,1,-1,480
5,3,6,0,0,0,-1,1,0,0,1,-1,480
5,3,6,0,0,0,1,-1,0,0,1,1,480
5,3,6,0,0,0,1,1,0,0,1,1,480
5,4,1,0,-1,-1,-1,-2,0,0,1,-147,12800000
5,4,1,0,-1,-1,-1,0,0,0,1,40147,6400000
5,4,1,0,-1,-1,-1,2,0,0,1,-147,12800000
5,4,1,0,-1,-1,0,-2,0,0,1,-147,6400000
5,4,1,0,-1,-1,0,2,0,0,1,147,6400000
5,4,1,0,-1,-1,1,-2,0,0,1,-147,12800000
5,4,1,0,-1,-1,1,0,0,0,1,40147,6400000
5,4,1,0,-1,-1,1,2,0,0,1,-147,12800000
5,4,1,0,1,1,-1,-2,0,0,1,147,12800000
5,4,1,0,1,1,-1,0,0,0,1,-40147,6400000
5,4,1,0,1,1,-1,2,0,0,1,147,12800000
5,4,1,0,1,1,0,-2,0,0,1,-147,6400000
5,4,1,0,1,1,0,2,0,0,1,147,6400000
5,4,1,0,1,1,1,-2,0,0,1,147,12800000
5,4,1,0,1,1,1,0,0,0,1,-40147,6400000
5,4,1,0,1,1,1,2,0,0,1,147,12800000
5,4,2,0,0,0,-1,-2,0,0,1,147,6400000
5,4,2,0,0,0,-1,0,0,0,1,-40147,3200000
5,4,2,0,0,0,-1,2,0,0,1,147,6400000
5,4,2,0,0,0,1,-2,0,0,1,-147,6400000
5,4,2,0,0,0,1,0,0,0,1,40147,3200000
5,4,2,0,0,0,1,2,0,0,1,-147,6400000
5,4,3,0,0,0,-1,-2,0,0,1,147,6400000
5,4,3,0,0,0,-1,0,0,0,1,-40147,3200000
5,4,3,0,0,0,-1,2,0,0,1,147,6400000
5,4,3,0,0,0,1,-2,0,0,1,-147,6400000
5,4,3,0,0,0,1,0,0,0,1,40147,3200000
5,4,3,0,0,0,1,2,0,0,1,-147,6400000
5,4,4,0,0,0,0,-2,0,0,1,-147,3200000
5,4,4,0,0,0,0,2,0,0,1,147,3200000
5,4,6,0,0,0,0,-1,0,0,1,1,240
5,4,6,0,0,0,0,1,0,0,1,-1,240
5,6,1,0,-1,-1,-1,-1,0,0,1,1,960
5,6,1,0,-1,-1,-1,1,0,0,1,1,960
5,6,1,0,-1,-1,0,-1,0,0,1,1,480
5,6,1,0,-1,-1,0,1,0,0,1,-1,480
5,6,1,0,-1,-1,1,-1,0,0,1,1,960
5,6,1,0,-1,-1,1,1,0,0,1,1,960
5,6,1,0,1,1,-1,-1,0,0,1,-1,960
5,6,1,0,1,1,-1,1,0,0,1,-1,960
5,6,1,0,1,1,0,-1,0,0,1,1,480
5,6,1,0,1,1,0,1,0,0,1,-1,480
5,6,1,0,1,1,1,-1,0,0,1,-1,960
5,6,1,0,1,1,1,1,0,0,1,-1,960
5,6,2,0,0,0,-1,-1,0,0,1,-1,480
5,6,2,0,0,0,-1,1,0,0,1,-1,480
5,6,2,0,0,0,1,-1,0,0,1,1,480
5,6,2,0,0,0,1,1,0,0,1,1,480
5,6,3,0,0,0,-1,-1,0,0,1,-1,480
5,6,3,0,0,0,-1,1,0,0,1,-1,480
5,6,3,0,0,0,1,-1,0,0,1,1,480
5,6,3,0,0,0,1,1,0,0,1,1,480
5,6,4,0,0,0,0,-1,0,0,1,1,240
5,6,4,0,0,0,0,1,0,0,1,-1,240
