row,v_j,v_k,nu1,nu2,nu3,nu4,nu5,nu6,real_num,real_den,imag_num,imag_den
5,1,1,0,-2,-2,1,1,0,0,1,-399,6400000
5,1,1,0,-2,-2,1,2,0,0,1,-147,12800000
5,1,1,0,-2,-2,2,-2,0,0,1,-147,51200000
5,1,1,0,-2,-2,2,2,0,0,1,147,51200000
5,1,1,0,-2,-1,-1,-1,0,0,1,-441,6400000
5,1,1,0,-2,-1,-1,1,0,0,1,-441,6400000
5,1,1,0,-2,-1,0,-1,0,0,1,-441,3200000
5,1,1,0,-2,-1,0,1,0,0,1,441,3200000
5,1,1,0,-2,-1,1,-1,0,0,1,-441,6400000
5,1,1,0,-2,-1,1,1,0,0,1,-441,6400000
5,1,1,0,-1,-1,-1,-1,0,-21,400000,0,1
5,1,1,0,-1,-1,-1,1,0,-21,400000,0,1
5,1,1,0,-1,-1,0,-1,0,-21,200000,0,1
5,1,1,0,-1,-1,0,1,0,21,200000,0,1
5,1,1,0,-1,-1,1,-1,0,-21,400000,0,1
5,1,1,0,-1,-1,1,1,0,-21,400000,0,1
5,1,1,0,0,-1,-1,-1,0,0,1,441,6400000
5,1,1,0,0,-1,-1,1,0,0,1,441,6400000
5,1,1,0,0,-1,0,-1,0,0,1,441,3200000
5,1,1,0,0,-1,0,1,0,0,1,-441,3200000
5,1,1,0,0,-1,1,-1,0,0,1,441,6400000
5,1,1,0,0,-1,1,1,0,0,1,441,6400000
5,1,1,0,0,0,-2,-2,0,0,1,147,25600000
5,1,1,0,0,0,-2,2,0,0,1,-147,25600000
5,1,1,0,0,0,-1,-1,0,0,1,-21,320000
5,1,1,0,0,0,-1,1,0,0,1,-21,320000
5,1,1,0,0,0,0,-2,0,0,1,-147,12800000
5,1,1,0,0,0,0,-1,0,0,1,399,1600000
5,1,1,0,0,0,0,1,0,0,1,-399,1600000
5,1,1,0,0,0,0,2,0,0,1,147,12800000
5,1,1,0,0,0,1,-1,0,0,1,21,320000
5,1,1,0,0,0,1,1,0,0,1,21,320000
5,1,1,0,0,0,2,-2,0,0,1,147,25600000
5,1,1,0,0,0,2,2,0,0,1,-147,25600000
5,1,1,0,0,1,-1,-1,0,0,1,-441,6400000
5,1,1,0,0,1,-1,1,0,0,1,-441,6400000
5,1,1,0,0,1,0,-1,0,0,1,441,3200000
5,1,1,0,0,1,0,1,0,0,1,-441,3200000
5,1,1,0,0,1,1,-1,0,0,1,-441,6400000
5,1,1,0,0,1,1,1,0,0,1,-441,6400000
5,1,1,0,1,1,-1,-1,0,-21,400000,0,1
5,1,1,0,1,1,-1,1,0,-21,400000,0,1
5,1,1,0,1,1,0,-1,0,21,200000,0,1
5,1,1,0,1,1,0,1,0,-21,200000,0,1
5,1,1,0,1,1,1,-1,0,-21,400000,0,1
5,1,1,0,1,1,1,1,0,-21,400000,0,1
5,1,1,0,2,1,-1,-1,0,0,1,441,6400000
5,1,1,0,2,1,-1,1,0,0,1,441,6400000
5,1,1,0,2,1,0,-1,0,0,1,-441,3200000
5,1,1,0,2,1,0,1,0,0,1,441,3200000
5,1,1,0,2,1,1,-1,0,0,1,441,6400000
5,1,1,0,2,1,1,1,0,0,1,441,6400000
5,1,1,0,2,2,-2,-2,0,0,1,-147,51200000
5,1,1,0,2,2,-2,2,0,0,1,147,51200000
5,1,1,0,2,2,-1,-2,0,0,1,147,12800000
5,1,1,0,2,2,-1,-1,0,0,1,399,6400000
5,1,1,0,2,2,-1,1,0,0,1,399,6400000
5,1,1,0,2,2,-1,2,0,0,1,147,12800000
5,1,1,0,2,2,0,-2,0,0,1,-441,25600000
5,1,1,0,2,2,0,-1,0,0,1,-399,3200000
5,1,1,0,2,2,0,1,0,0,1,399,3200000
5,1,1,0,2,2,0,2,0,0,1,441,25600000
5,1,1,0,2,2,1,-2,0,0,1,147,12800000
5,1,1,0,2,2,1,-1,0,0,1,399,6400000
5,1,1,0,2,2,1,1,0,0,1,399,6400000
5,1,1,0,2,2,1,2,0,0,1,147,12800000
5,1,1,0,2,2,2,-2,0,0,1,-147,51200000
5,1,1,0,2,2,2,2,0,0,1,147,51200000
5,1,2,0,-1,-1,-2,-2,0,0,1,147,25600000
5,1,2,0,-1,-1,-2,2,0,0,1,-147,25600000
5,1,2,0,-1,-1,-1,-2,0,0,1,147,12800000
5,1,2,0,-1,-1,-1,-1,0,0,1,399,3200000
5,1,2,0,-1,-1,-1,0,0,0,1,40147,6400000
5,1,2,0,-1,-1,-1,1,0,0,1,399,3200000
5,1,2,0,-1,-1,-1,2,0,0,1,147,12800000
5,1,2,0,-1,-1,1,-2,0,0,1,-147,12800000
5,1,2,0,-1,-1,1,-1,0,0,1,-399,3200000
5,1,2,0,-1,-1,1,0,0,0,1,-40147,6400000
5,1,2,0,-1,-1,1,1,0,0,1,-399,3200000
5,1,2,0,-1,-1,1,2,0,0,1,-147,12800000
5,1,2,0,-1,-1,2,-2,0,0,1,-147,25600000
5,1,2,0,-1,-1,2,2,0,0,1,147,25600000
5,1,2,0,-1,0,-1,-1,0,0,1,441,3200000
5,1,2,0,-1,0,-1,1,0,0,1,441,3200000
5,1,2,0,-1,0,1,-1,0,0,1,-441,3200000
5,1,2,0,-1,0,1,1,0,0,1,-441,3200000
5,1,2,0,1,0,-1,-1,0,0,1,441,3200000
5,1,2,0,1,0,-1,1,0,0,1,441,3200000
5,1,2,0,1,0,1,-1,0,0,1,-441,3200000
5,1,2,0,1,0,1,1,0,0,1,-441,3200000
5,1,2,0,1,1,-2,-2,0,0,1,-147,25600000
5,1,2,0,1,1,-2,2,0,0,1,147,25600000
5,1,2,0,1,1,-1,-2,0,0,1,147,12800000
5,1,2,0,1,1,-1,-1,0,0,1,399,3200000
5,1,2,0,1,1,-1,0,0,0,1,40147,6400000
5,1,2,0,1,1,-1,1,0,0,1,399,3200000
5,1,2,0,1,1,-1,2,0,0,1,147,12800000
5,1,2,0,1,1,1,-2,0,0,1,-147,12800000
5,1,2,0,1,1,1,-1,0,0,1,-399,3200000
5,1,2,0,1,1,1,0,0,0,1,-40147,6400000
5,1,2,0,1,1,1,1,0,0,1,-399,3200000
5,1,2,0,1,1,1,2,0,0,1,-147,12800000
5,1,2,0,1,1,2,-2,0,0,1,147,25600000
5,1,2,0,1,1,2,2,0,0,1,-147,25600000
5,1,3,0,-1,-1,-2,-2,0,0,1,147,25600000
5,1,3,0,-1,-1,-2,2,0,0,1,-147,25600000
