case_index,label,steps,c,R_T,VB_T,p_T,qterminal_T,max_p,max_qterminal,max_cost,initial_norm_squared
9,linear_direction,800,1.7,0.01002299858952442,0.009323257466830902,0.10152928574508269,0.24623044729037102,0.10152928574508269,0.24623044729037102,0.0274696915753209,0.022201
